"","Package","LibPath","Version","Priority","Depends","Imports","NeedsCompilation","Built","whereat"
"purrrlyr","purrrlyr","C:/Users/Ilya/Documents/R/win-library/4.0","0.0.6",NA,NA,"dplyr (>= 0.8.0), magrittr (>= 1.5), purrr (>= 0.2.2), Rcpp","yes","4.0.0","CRAN"
"pwr","pwr","C:/Users/Ilya/Documents/R/win-library/4.0","1.3-0",NA,NA,"stats, graphics","no","4.0.0","CRAN"
"PythonInR","PythonInR","C:/Users/Ilya/Documents/R/win-library/4.0","0.1-12",NA,"R (>= 2.15)","pack, methods, R6, stats","yes","4.0.2","CRAN"
"qap","qap","C:/Users/Ilya/Documents/R/win-library/4.0","0.1-1",NA,NA,NA,"yes","4.0.0","CRAN"
"qdap","qdap","C:/Users/Ilya/Documents/R/win-library/4.0","2.4.1",NA,"R (>= 3.1.0), qdapDictionaries (>= 1.0.2), qdapRegex (>=
0.1.2), qdapTools (>= 1.3.1), RColorBrewer","chron, dplyr (>= 0.3), gdata, gender (>= 0.5.1), ggplot2 (>=
2.1.0), grid, gridExtra, igraph, methods, NLP, openNLP (>=
0.2-1), parallel, plotrix, RCurl, reshape2, scales, stringdist,
tidyr, tm (>= 0.7.6), tools, utils, venneuler, wordcloud, xlsx,
XML","no","4.0.0","CRAN"
"qdapDictionaries","qdapDictionaries","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.7",NA,"R (>= 3.0.0)","methods, utils","no","4.0.0","CRAN"
"qdapRegex","qdapRegex","C:/Users/Ilya/Documents/R/win-library/4.0","0.7.2",NA,"R (>= 3.1.0)","stringi (>= 0.5-5)","no","4.0.0","CRAN"
"qdapTools","qdapTools","C:/Users/Ilya/Documents/R/win-library/4.0","1.3.5",NA,"R (>= 3.0.0)","chron, data.table (>= 1.9.6), methods, RCurl, XML","no","4.0.0","CRAN"
"qpdf","qpdf","C:/Users/Ilya/Documents/R/win-library/4.0","1.1",NA,NA,"Rcpp, askpass, curl","yes","4.0.0","CRAN"
"qs","qs","C:/Users/Ilya/Documents/R/win-library/4.0","0.22.1",NA,"R (>= 3.5.0)","Rcpp, RApiSerialize, stringfish","yes","4.0.0","CRAN"
"quadprog","quadprog","C:/Users/Ilya/Documents/R/win-library/4.0","1.5-8",NA,"R (>= 3.1.0)",NA,"yes","4.0.0","CRAN"
"Quandl","Quandl","C:/Users/Ilya/Documents/R/win-library/4.0","2.10.0",NA,"R (>= 2.15.0), xts","httr (>= 0.6.1), zoo, jsonlite (>= 0.9.14)","no","4.0.0","CRAN"
"quantmod","quantmod","C:/Users/Ilya/Documents/R/win-library/4.0","0.4.17",NA,"R (>= 3.2.0), xts(>= 0.9-0), zoo, TTR(>= 0.2), methods","curl","no","4.0.0","CRAN"
"quantreg","quantreg","C:/Users/Ilya/Documents/R/win-library/4.0","5.61",NA,"R (>= 2.6), stats, SparseM","methods, graphics, Matrix, MatrixModels, conquer","yes","4.0.2","CRAN"
"questionr","questionr","C:/Users/Ilya/Documents/R/win-library/4.0","0.7.1",NA,"R (>= 3.5.0)","shiny (>= 1.0.5), miniUI, rstudioapi, highr, styler, classInt,
htmltools, graphics, stats, utils, labelled (>= 2.4.0), haven
(>= 2.3.0)","no","4.0.0","CRAN"
"QUIC","QUIC","C:/Users/Ilya/Documents/R/win-library/4.0","1.1",NA,"R (>= 2.10)",NA,NA,"4.0.0","CRAN"
"qvcalc","qvcalc","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.2",NA,NA,NA,"no","4.0.0","CRAN"
"R.cache","R.cache","C:/Users/Ilya/Documents/R/win-library/4.0","0.14.0",NA,"R (>= 2.14.0)","utils, R.methodsS3 (>= 1.7.1), R.oo (>= 1.23.0), R.utils (>=
2.8.0), digest (>= 0.6.13)","no","4.0.0","CRAN"
"R.devices","R.devices","C:/Users/Ilya/Documents/R/win-library/4.0","2.16.1",NA,"R (>= 2.14.0)","grDevices, R.methodsS3 (>= 1.7.1), R.oo (>= 1.21.0), R.utils
(>= 2.6.0), base64enc (>= 0.1-2)","no","4.0.0","CRAN"
"R.methodsS3","R.methodsS3","C:/Users/Ilya/Documents/R/win-library/4.0","1.8.0",NA,"R (>= 2.13.0)","utils","no","4.0.0","CRAN"
"R.oo","R.oo","C:/Users/Ilya/Documents/R/win-library/4.0","1.23.0",NA,"R (>= 2.13.0), R.methodsS3 (>= 1.7.1)","methods, utils","no","4.0.0","CRAN"
"R.rsp","R.rsp","C:/Users/Ilya/Documents/R/win-library/4.0","0.44.0",NA,"R (>= 2.14.0)","methods, stats, tools, utils, R.methodsS3 (>= 1.7.1), R.oo (>=
1.23.0), R.utils, R.cache, digest (>= 0.6.13)","no","4.0.2","CRAN"
"R.utils","R.utils","C:/Users/Ilya/Documents/R/win-library/4.0","2.9.2",NA,"R (>= 2.14.0), R.oo (>= 1.23.0)","methods, utils, tools, R.methodsS3 (>= 1.7.1)","no","4.0.0","CRAN"
"R2BayesX","R2BayesX","C:/Users/Ilya/Documents/R/win-library/4.0","1.1-1",NA,"R (>= 2.13.0), BayesXsrc, colorspace, mgcv","methods","yes","4.0.0","CRAN"
"r2d3","r2d3","C:/Users/Ilya/Documents/R/win-library/4.0","0.2.3",NA,"R (>= 3.1.2)","htmlwidgets (>= 1.2), htmltools, jsonlite, rstudioapi","no","4.0.0","CRAN"
"R2HTML","R2HTML","C:/Users/Ilya/Documents/R/win-library/4.0","2.3.2",NA,"R (>= 2.0)","stats, graphics, utils, grDevices, methods","no","4.0.0","CRAN"
"R6","R6","C:/Users/Ilya/Documents/R/win-library/4.0","2.4.1",NA,"R (>= 3.0)",NA,"no","4.0.0","CRAN"
"ragg","ragg","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.1",NA,NA,"systemfonts (>= 0.2.1)","yes","4.0.2","CRAN"
"randomForest","randomForest","C:/Users/Ilya/Documents/R/win-library/4.0","4.6-14",NA,"R (>= 3.2.2), stats",NA,"yes","4.0.0","CRAN"
"randomForestSRC","randomForestSRC","C:/Users/Ilya/Documents/R/win-library/4.0","2.9.3",NA,"R (>= 3.5.0),","parallel","yes","4.0.0","CRAN"
"ranger","ranger","C:/Users/Ilya/Documents/R/win-library/4.0","0.12.1",NA,"R (>= 3.1)","Rcpp (>= 0.11.2), Matrix","yes","4.0.0","CRAN"
"RApiDatetime","RApiDatetime","C:/Users/Ilya/Documents/R/win-library/4.0","0.0.4",NA,NA,NA,"yes","4.0.0","CRAN"
"rapidjsonr","rapidjsonr","C:/Users/Ilya/Documents/R/win-library/4.0","1.2.0",NA,NA,NA,"yes","4.0.0","CRAN"
"RApiSerialize","RApiSerialize","C:/Users/Ilya/Documents/R/win-library/4.0","0.1.0",NA,NA,NA,"yes","4.0.0","CRAN"
"rappdirs","rappdirs","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.1",NA,"R (>= 2.14), methods",NA,"yes","4.0.0","CRAN"
"rapportools","rapportools","C:/Users/Ilya/Documents/R/win-library/4.0","1.0",NA,"reshape","plyr, pander","no","4.0.0","CRAN"
"raster","raster","C:/Users/Ilya/Documents/R/win-library/4.0","3.3-7",NA,"sp (>= 1.4.1), R (>= 3.5.0)","Rcpp, methods","yes","4.0.2","CRAN"
"rattle","rattle","C:/Users/Ilya/Documents/R/win-library/4.0","5.4.0",NA,"R (>= 3.5.0), tibble, bitops","stats, utils, ggplot2, grDevices, graphics, magrittr, methods,
stringi, stringr, tidyr, dplyr, XML, rpart.plot","no","4.0.0","CRAN"
"rattle.data","rattle.data","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.2",NA,"R (>= 2.10)",NA,"no","4.0.0","CRAN"
"rbenchmark","rbenchmark","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.0",NA,NA,NA,NA,"4.0.0","CRAN"
"rbokeh","rbokeh","C:/Users/Ilya/Documents/R/win-library/4.0","0.5.1",NA,NA,"htmlwidgets (>= 0.5), maps, methods, jsonlite, digest, hexbin,
lazyeval, pryr, magrittr, ggplot2, scales, gistr","no","4.0.0","CRAN"
"RClickhouse","RClickhouse","C:/Users/Ilya/Documents/R/win-library/4.0","0.5.2",NA,"R (>= 3.3)","dplyr (>= 0.7.0), dbplyr (>= 1.0.0), methods (>= 3.3.2), DBI
(>= 0.6.0), Rcpp (>= 0.11.0), bit64","yes","4.0.0","CRAN"
"rcmdcheck","rcmdcheck","C:/Users/Ilya/Documents/R/win-library/4.0","1.3.3",NA,NA,"callr (>= 3.1.1.9000), cli (>= 1.1.0), crayon, desc (>=
1.2.0), digest, pkgbuild, prettyunits, R6, rprojroot,
sessioninfo (>= 1.1.1), utils, withr, xopen","no","4.0.0","CRAN"
"RColorBrewer","RColorBrewer","C:/Users/Ilya/Documents/R/win-library/4.0","1.1-2",NA,"R (>= 2.0.0)",NA,"no","4.0.0","CRAN"
"Rcpp","Rcpp","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.5",NA,NA,"methods, utils","yes","4.0.2","CRAN"
"RcppArmadillo","RcppArmadillo","C:/Users/Ilya/Documents/R/win-library/4.0","0.9.900.1.0",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.0), stats, utils, methods","yes","4.0.0","CRAN"
"RcppEigen","RcppEigen","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.3.7.0",NA,"R (>= 2.15.1)","Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils","yes","4.0.0","CRAN"
"RcppParallel","RcppParallel","C:/Users/Ilya/Documents/R/win-library/4.0","5.0.2",NA,"R (>= 3.0.2)",NA,"yes","4.0.2","CRAN"
"RcppProgress","RcppProgress","C:/Users/Ilya/Documents/R/win-library/4.0","0.4.2",NA,NA,NA,"no","4.0.0","CRAN"
"RcppRoll","RcppRoll","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.0",NA,"R (>= 2.15.1)","Rcpp","yes","4.0.0","CRAN"
"RcppThread","RcppThread","C:/Users/Ilya/Documents/R/win-library/4.0","0.5.4",NA,"R (>= 3.3.0)",NA,"no","4.0.0","CRAN"
"RcppTOML","RcppTOML","C:/Users/Ilya/Documents/R/win-library/4.0","0.1.6",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.5)","yes","4.0.0","CRAN"
"RCurl","RCurl","C:/Users/Ilya/Documents/R/win-library/4.0","1.98-1.2",NA,"R (>= 3.4.0), methods","bitops","yes","4.0.0","CRAN"
"Rdpack","Rdpack","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.0",NA,"R (>= 2.15.0), methods","tools, utils, bibtex (>= 0.4.0), gbRd","no","4.0.2","CRAN"
"rdrop2","rdrop2","C:/Users/Ilya/Documents/R/win-library/4.0","0.8.1",NA,"R (>= 3.1.1)","assertive, digest, dplyr, httr, jsonlite, magrittr, purrr","no","4.0.0","CRAN"
"readbitmap","readbitmap","C:/Users/Ilya/Documents/R/win-library/4.0","0.1.5",NA,NA,"bmp, jpeg, png, tiff","no","4.0.0","CRAN"
"readODS","readODS","C:/Users/Ilya/Documents/R/win-library/4.0","1.7.0",NA,NA,"xml2 (>= 1.3.2), cellranger, readr (>= 1.2.1), stringi, utils","no","4.0.2","CRAN"
"readr","readr","C:/Users/Ilya/Documents/R/win-library/4.0","1.3.1",NA,"R (>= 3.1)","Rcpp (>= 0.12.0.5), tibble, hms (>= 0.4.1), R6, clipr, crayon,
methods","yes","4.0.0","CRAN"
"readtext","readtext","C:/Users/Ilya/Documents/R/win-library/4.0","0.76",NA,"R (>= 3.1)","antiword, data.table, digest, httr, jsonlite (>= 0.9.10),
pdftools, readODS, readxl, streamR, stringi, striprtf, tibble,
xml2, utils","no","4.0.0","CRAN"
"readxl","readxl","C:/Users/Ilya/Documents/R/win-library/4.0","1.3.1",NA,NA,"cellranger, Rcpp (>= 0.12.18), tibble (>= 1.3.1), utils","yes","4.0.0","CRAN"
"recipes","recipes","C:/Users/Ilya/Documents/R/win-library/4.0","0.1.13",NA,"R (>= 3.1), dplyr","generics, glue, gower, ipred, lifecycle, lubridate, magrittr,
Matrix, purrr (>= 0.2.3), rlang (>= 0.4.0), stats, tibble,
tidyr (>= 1.0.0), tidyselect (>= 0.2.5), timeDate, utils, withr","no","4.0.2","CRAN"
"recommenderlab","recommenderlab","C:/Users/Ilya/Documents/R/win-library/4.0","0.2-6",NA,"R (>= 2.10.0), Matrix, arules, proxy, registry","methods, utils, stats, irlba, recosystem","no","4.0.0","CRAN"
"recosystem","recosystem","C:/Users/Ilya/Documents/R/win-library/4.0","0.4.3",NA,"R (>= 3.3.0), methods","Rcpp (>= 0.11.0)","yes","4.0.0","CRAN"
"regexSelect","regexSelect","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.0",NA,"R (>= 2.3.0)","shiny, shinyjs","no","4.0.0","CRAN"
"registry","registry","C:/Users/Ilya/Documents/R/win-library/4.0","0.5-1",NA,"R (>= 2.6.0)","utils","no","4.0.0","CRAN"
"regtools","regtools","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.0",NA,"R (>= 3.5.0),FNN,mvtnorm,dummies,sandwich",NA,"no","4.0.0","CRAN"
"relimp","relimp","C:/Users/Ilya/Documents/R/win-library/4.0","1.0-5",NA,"R (>= 2.0.0)","stats, utils","no","4.0.0","CRAN"
"rematch","rematch","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.1",NA,NA,NA,"no","4.0.0","CRAN"
"rematch2","rematch2","C:/Users/Ilya/Documents/R/win-library/4.0","2.1.2",NA,NA,"tibble","no","4.0.0","CRAN"
"remotes","remotes","C:/Users/Ilya/Documents/R/win-library/4.0","2.1.1",NA,"R (>= 3.0.0)","methods, stats, tools, utils","no","4.0.0","CRAN"
"repr","repr","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.0",NA,"R (>= 3.0.1)","utils, grDevices, htmltools, jsonlite, pillar (>= 1.4.0),
base64enc","no","4.0.0","CRAN"
"reprex","reprex","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.0",NA,"R (>= 3.1)","callr (>= 2.0.0), clipr (>= 0.4.0), fs, rlang, rmarkdown,
utils, whisker, withr","no","4.0.0","CRAN"
"repurrrsive","repurrrsive","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.0",NA,"R (>= 2.10)","tibble, utils","no","4.0.0","CRAN"
"reshape","reshape","C:/Users/Ilya/Documents/R/win-library/4.0","0.8.8",NA,"R (>= 2.6.1)","plyr","yes","4.0.0","CRAN"
"reshape2","reshape2","C:/Users/Ilya/Documents/R/win-library/4.0","1.4.4",NA,"R (>= 3.1)","plyr (>= 1.8.1), Rcpp, stringr","yes","4.0.0","CRAN"
"reticulate","reticulate","C:/Users/Ilya/Documents/R/win-library/4.0","1.16",NA,"R (>= 3.0)","graphics, jsonlite, Matrix, methods, rappdirs, Rcpp (>=
0.12.7), utils","yes","4.0.0","CRAN"
"revealjs","revealjs","C:/Users/Ilya/Documents/R/win-library/4.0","0.9",NA,"R (>= 3.0)","rmarkdown (>= 1.0)","no","4.0.0","CRAN"
"rex","rex","C:/Users/Ilya/Documents/R/win-library/4.0","1.2.0",NA,NA,"lazyeval","no","4.0.0","CRAN"
"rgdal","rgdal","C:/Users/Ilya/Documents/R/win-library/4.0","1.5-12",NA,"R (>= 3.5.0), methods, sp (>= 1.1-0)","grDevices, graphics, stats, utils","yes","4.0.2","CRAN"
"rgeos","rgeos","C:/Users/Ilya/Documents/R/win-library/4.0","0.5-3",NA,"R (>= 3.3.0), methods, sp (>= 1.1-0)","utils, stats, graphics","yes","4.0.0","CRAN"
"rgexf","rgexf","C:/Users/Ilya/Documents/R/win-library/4.0","0.16.0",NA,NA,"XML, igraph, grDevices, utils, servr","no","4.0.0","CRAN"
"rggobi","rggobi","C:/Users/Ilya/Documents/R/win-library/4.0","2.1.22",NA,"R (>= 2.5.1)","RGtk2, utils","yes","4.0.0","CRAN"
"rgl","rgl","C:/Users/Ilya/Documents/R/win-library/4.0","0.100.54",NA,"R (>= 3.2.0)","graphics, grDevices, stats, utils, htmlwidgets, htmltools,
knitr, jsonlite (>= 0.9.20), shiny, magrittr, crosstalk,
manipulateWidget (>= 0.9.0)","yes","4.0.0","CRAN"
"RgoogleMaps","RgoogleMaps","C:/Users/Ilya/Documents/R/win-library/4.0","1.4.5.3",NA,"R (>= 2.10)","graphics, stats, utils, grDevices, methods, png,sp","no","4.0.0","CRAN"
"RGtk2","RGtk2","C:/Users/Ilya/Documents/R/win-library/4.0","2.20.36",NA,"R (>= 3.4.0)","methods","yes","4.0.0","CRAN"
"rhandsontable","rhandsontable","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.7",NA,NA,"jsonlite, htmlwidgets (>= 0.3.3), magrittr, methods","no","4.0.0","CRAN"
"RhpcBLASctl","RhpcBLASctl","C:/Users/Ilya/Documents/R/win-library/4.0","0.20-137",NA,NA,NA,"yes","4.0.0","CRAN"
"riingo","riingo","C:/Users/Ilya/Documents/R/win-library/4.0","0.2.0",NA,"R (>= 2.10)","crayon (>= 1.3.4), dplyr (>= 0.7.4), glue (>= 1.3.1), httr (>=
1.3.1), jsonlite (>= 1.5), tibble (>= 1.4.2), rlang (>= 0.2.0),
purrr (>= 0.2.4)","no","4.0.0","CRAN"
"rio","rio","C:/Users/Ilya/Documents/R/win-library/4.0","0.5.16",NA,"R (>= 2.15.0)","tools, stats, utils, foreign, haven (>= 1.1.0), curl (>= 0.6),
data.table (>= 1.9.8), readxl (>= 0.1.1), openxlsx, tibble","no","4.0.0","CRAN"
"riskRegression","riskRegression","C:/Users/Ilya/Documents/R/win-library/4.0","2020.02.05",NA,"R (>= 3.5.0),","data.table (>= 1.12.2), ggplot2 (>= 3.1.0), prodlim (>=
2018.4.18), doParallel, stats, graphics, survival (>= 2.44.1),
lava (>= 1.6.5), cmprsk, plotrix, timereg (>= 1.9.3), foreach,
ranger, parallel, Rcpp, lattice, Publish, rms (>= 5.1.3)","yes","4.0.0","CRAN"
"RItools","RItools","C:/Users/Ilya/Documents/R/win-library/4.0","0.1-17",NA,"R (>= 2.2.0), SparseM","grDevices, abind, xtable, svd, stats, graphics, methods,
survival","no","4.0.0","CRAN"
"rJava","rJava","C:/Users/Ilya/Documents/R/win-library/4.0","0.9-13",NA,"R (>= 2.5.0), methods",NA,"yes","4.0.2","CRAN"
"rjson","rjson","C:/Users/Ilya/Documents/R/win-library/4.0","0.2.20",NA,"R (>= 3.1.0)",NA,"yes","4.0.0","CRAN"
"RJSONIO","RJSONIO","C:/Users/Ilya/Documents/R/win-library/4.0","1.3-1.4",NA,NA,"methods","yes","4.0.0","CRAN"
"rlang","rlang","C:/Users/Ilya/Documents/R/win-library/4.0","0.4.7",NA,"R (>= 3.2.0)",NA,"yes","4.0.2","CRAN"
"rlist","rlist","C:/Users/Ilya/Documents/R/win-library/4.0","0.4.6.1",NA,"R (>= 2.15)","yaml, jsonlite, XML, data.table","no","4.0.0","CRAN"
"rmapshaper","rmapshaper","C:/Users/Ilya/Documents/R/win-library/4.0","0.4.4",NA,NA,"geojsonio (>= 0.6.0), geojsonlint (>= 0.2.0), jsonlite (>=
1.5), methods, readr (>= 1.1.1), sf (>= 0.6), sp (>= 1.2-7), V8
(>= 3.0)","no","4.0.0","CRAN"
"rmarkdown","rmarkdown","C:/Users/Ilya/Documents/R/win-library/4.0","2.3",NA,"R (>= 3.0)","tools, utils, knitr (>= 1.22), yaml (>= 2.1.19), htmltools (>=
0.3.5), evaluate (>= 0.13), base64enc, jsonlite, mime, tinytex
(>= 0.11), xfun, methods, stringr (>= 1.2.0)","no","4.0.0","CRAN"
"Rmpfr","Rmpfr","C:/Users/Ilya/Documents/R/win-library/4.0","0.8-1",NA,"gmp (>= 0.5-8), R (>= 3.3.0)","stats, utils, methods","yes","4.0.0","CRAN"
"rms","rms","C:/Users/Ilya/Documents/R/win-library/4.0","6.0-0",NA,"R (>= 3.5.0), Hmisc (>= 4.3-0), survival (>= 3.1-12), lattice,
ggplot2 (>= 2.2), SparseM","methods, quantreg, rpart, nlme (>= 3.1-123), polspline,
multcomp, htmlTable (>= 1.11.0), htmltools, MASS, cluster,
digest","yes","4.0.0","CRAN"
"RMySQL","RMySQL","C:/Users/Ilya/Documents/R/win-library/4.0","0.10.20",NA,"R (>= 2.8.0), DBI (>= 0.4)","methods","yes","4.0.0","CRAN"
"RNetCDF","RNetCDF","C:/Users/Ilya/Documents/R/win-library/4.0","2.3-1",NA,"R (>= 3.0.0)",NA,"yes","4.0.0","CRAN"
"rngtools","rngtools","C:/Users/Ilya/Documents/R/win-library/4.0","1.5",NA,"R (>= 3.2.0), methods","digest, utils, stats, parallel","no","4.0.0","CRAN"
"robumeta","robumeta","C:/Users/Ilya/Documents/R/win-library/4.0","2.0",NA,NA,NA,"no","4.0.0","CRAN"
"robustbase","robustbase","C:/Users/Ilya/Documents/R/win-library/4.0","0.93-6",NA,"R (>= 3.1.0)","stats, graphics, utils, methods, DEoptimR","yes","4.0.0","CRAN"
"ROCR","ROCR","C:/Users/Ilya/Documents/R/win-library/4.0","1.0-11",NA,"R (>= 3.6)","methods, graphics, grDevices, gplots, stats","no","4.0.0","CRAN"
"RODBC","RODBC","C:/Users/Ilya/Documents/R/win-library/4.0","1.3-17",NA,"R (>= 4.0.0)","stats","yes","4.0.0","CRAN"
"RODBCDBI","RODBCDBI","C:/Users/Ilya/Documents/R/win-library/4.0","0.1.1",NA,NA,"methods, DBI, RODBC","no","4.0.0","CRAN"
"Rook","Rook","C:/Users/Ilya/Documents/R/win-library/4.0","1.1-1",NA,"R (>= 2.13.0)","utils, tools, methods, brew","yes","4.0.0","CRAN"
"rootSolve","rootSolve","C:/Users/Ilya/Documents/R/win-library/4.0","1.8.2.1",NA,"R (>= 2.01)","stats, graphics, grDevices","yes","4.0.0","CRAN"
"roxygen2","roxygen2","C:/Users/Ilya/Documents/R/win-library/4.0","7.1.1",NA,"R (>= 3.2)","brew, commonmark, desc (>= 1.2.0), digest, knitr, methods,
pkgload (>= 1.0.2), purrr (>= 0.3.3), R6 (>= 2.1.2), Rcpp (>=
0.11.0), rlang, stringi, stringr (>= 1.0.0), utils, xml2","yes","4.0.2","CRAN"
"rpart.plot","rpart.plot","C:/Users/Ilya/Documents/R/win-library/4.0","3.0.8",NA,"R (>= 3.4.0), rpart (>= 4.1-10)",NA,"no","4.0.0","CRAN"
"rpca","rpca","C:/Users/Ilya/Documents/R/win-library/4.0","0.2.3",NA,NA,"compiler","no","4.0.0","CRAN"
"rpf","rpf","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.4",NA,"methods, parallel, R (>= 2.14.0)","Rcpp (>= 1.0.2), mvtnorm, lifecycle","yes","4.0.0","CRAN"
"RPostgres","RPostgres","C:/Users/Ilya/Documents/R/win-library/4.0","1.2.0",NA,"R (>= 3.1.0)","bit64, blob (>= 1.2.0), DBI (>= 1.1.0), hms (>= 0.5.0),
methods, Rcpp (>= 0.11.4.2), withr","yes","4.0.0","CRAN"
"RPostgreSQL","RPostgreSQL","C:/Users/Ilya/Documents/R/win-library/4.0","0.6-2",NA,"R (>= 2.9.0), methods, DBI (>= 0.3)",NA,"yes","4.0.0","CRAN"
"rprojroot","rprojroot","C:/Users/Ilya/Documents/R/win-library/4.0","1.3-2",NA,"R (>= 3.0.0)","backports","no","4.0.0","CRAN"
"RProtoBuf","RProtoBuf","C:/Users/Ilya/Documents/R/win-library/4.0","0.4.17",NA,"R (>= 3.0.0), methods","utils, stats, tools, Rcpp, RCurl","yes","4.0.0","CRAN"
"rqdatatable","rqdatatable","C:/Users/Ilya/Documents/R/win-library/4.0","1.2.7",NA,"R (>= 3.4.0), wrapr (>= 1.9.6), rquery (>= 1.4.3)","data.table (>= 1.12.2)","no","4.0.0","CRAN"
"rquery","rquery","C:/Users/Ilya/Documents/R/win-library/4.0","1.4.4",NA,"R (>= 3.4.0), wrapr (>= 1.9.6)","utils, stats, methods","no","4.0.0","CRAN"
"rrcov","rrcov","C:/Users/Ilya/Documents/R/win-library/4.0","1.5-2",NA,"R (>= 2.10), robustbase (>= 0.92.1), methods","stats, stats4, mvtnorm, lattice, pcaPP","yes","4.0.0","CRAN"
"rredis","rredis","C:/Users/Ilya/Documents/R/win-library/4.0","1.7.0",NA,NA,NA,"yes","4.0.0","CRAN"
"rsample","rsample","C:/Users/Ilya/Documents/R/win-library/4.0","0.0.7",NA,"R (>= 3.2)","dplyr (>= 0.8.5), purrr, tibble, rlang (>= 0.4.0), methods,
generics, utils, tidyselect, furrr, tidyr, vctrs (>= 0.3.0)","no","4.0.0","CRAN"
"rsconnect","rsconnect","C:/Users/Ilya/Documents/R/win-library/4.0","0.8.16",NA,"R (>= 3.0.0)","curl, digest, jsonlite, openssl, packrat (>= 0.4.8-1),
rstudioapi (>= 0.5), yaml (>= 2.1.5)","no","4.0.0","CRAN"
"RSelenium","RSelenium","C:/Users/Ilya/Documents/R/win-library/4.0","1.7.7",NA,"R (>= 3.0.0)","XML, methods, caTools, tools, utils, openssl, httr, wdman(>=
0.2.2), binman","no","4.0.0","CRAN"
"RSiena","RSiena","C:/Users/Ilya/Documents/R/win-library/4.0","1.2-23",NA,"R (>= 2.15.0)","Matrix, tcltk, lattice, parallel, MASS, methods","yes","4.0.0","CRAN"
"Rsolnp","Rsolnp","C:/Users/Ilya/Documents/R/win-library/4.0","1.16",NA,"R (>= 2.10.0)","truncnorm, parallel, stats","no","4.0.0","CRAN"
"rsparse","rsparse","C:/Users/Ilya/Documents/R/win-library/4.0","0.4.0",NA,"R (>= 3.6.0), methods","Matrix (>= 1.2), Rcpp (>= 0.11), data.table (>= 1.10.0), float
(>= 0.2-2), RhpcBLASctl, lgr (>= 0.2)","yes","4.0.0","CRAN"
"RSpectra","RSpectra","C:/Users/Ilya/Documents/R/win-library/4.0","0.16-0",NA,"R (>= 3.0.2)","Matrix (>= 1.1-0), Rcpp (>= 0.11.5)","yes","4.0.0","CRAN"
"RSQLite","RSQLite","C:/Users/Ilya/Documents/R/win-library/4.0","2.2.0",NA,"R (>= 3.1.0)","bit64, blob (>= 1.2.0), DBI (>= 1.1.0), memoise, methods,
pkgconfig, Rcpp (>= 0.12.7)","yes","4.0.0","CRAN"
"rstan","rstan","C:/Users/Ilya/Documents/R/win-library/4.0","2.21.1",NA,"R (>= 3.4.0), StanHeaders (>= 2.21.0), ggplot2 (>= 3.0.0)","methods, stats4, inline, gridExtra (>= 2.0.0), Rcpp (>=
0.12.0), RcppParallel (>= 5.0.1), loo (>= 2.3.0), pkgbuild, V8","yes","4.0.2","CRAN"
"rstantools","rstantools","C:/Users/Ilya/Documents/R/win-library/4.0","2.1.1",NA,NA,"desc, stats, utils, Rcpp (>= 0.12.16), RcppParallel (>= 5.0.1)","no","4.0.2","CRAN"
"rstatix","rstatix","C:/Users/Ilya/Documents/R/win-library/4.0","0.6.0",NA,"R (>= 3.3.0)","stats, utils, tidyr (>= 1.0.0), purrr, broom (>= 0.5.6), rlang
(>= 0.3.1), tibble (>= 2.1.3), dplyr (>= 0.7.1), magrittr,
corrplot, tidyselect (>= 1.0.0), car, generics (>= 0.0.2)","no","4.0.2","CRAN"
"rstudioapi","rstudioapi","C:/Users/Ilya/Documents/R/win-library/4.0","0.11",NA,NA,NA,"no","4.0.0","CRAN"
"rsvg","rsvg","C:/Users/Ilya/Documents/R/win-library/4.0","2.1",NA,NA,NA,"yes","4.0.0","CRAN"
"rTRNG","rTRNG","C:/Users/Ilya/Documents/R/win-library/4.0","4.20-1",NA,NA,"methods, Rcpp (>= 0.11.6), RcppParallel","yes","4.0.0","CRAN"
"Rttf2pt1","Rttf2pt1","C:/Users/Ilya/Documents/R/win-library/4.0","1.3.8",NA,"R (>= 2.15)",NA,"yes","4.0.0","CRAN"
