"","Дата","Время","№","Мастер-технолог","Машинист","Сушильщик","Накатчик","Артикул","Вес м2","Примечание","Креп-фактор","Композиция (для целлюлозы)","Белизна","Формат ОБЩИЙ","Нож центрального реза в работе","Скорость Янки","Скорость наката","Производительность при формате 2850","Производительность","Формующая часть: Скорость смесительного насоса","Формующая часть: Угол напорного ящика","Формующая часть: Разница скорости струи/сетки","Формующая часть: Скорость струи","Формующая часть: Открытие щели напорного ящика","Формующая часть: Давление на напорном ящике","Формующая часть: Температура в лотке-успокоителе","Формующая часть: Давление СВД сетки (игольчатый) ","Формующая часть: Давление промывающего спрыска сетки (веерный ВД)","Формующая часть: Натяжение сетки","Прессовая часть: Натяжение сукна","Прессовая часть: Вакуум пресс","Прессовая часть: Вакуум 1-я сукномойка","Прессовая часть: Вакуум 2-я сукномойка","Прессовая часть: Вакуум 3-я сукномойка","Прессовая часть","Прессовая часть: Динамика роста вакуума","Прессовая часть: Открытие перемычки","Прессовая часть: Обороты регулируемого вакуумного насоса","Прессовая часть: Прижим прессовоговала лицо","Прессовая часть: Прижим прессовоговала привод","Прессовая часть: Давление орошающего спрыска сукна","Прессовая часть: Давление СВД сукна","Поток: Поток в машинный бассейн","Поток: Поток массы из машинного бассейна","Поток: Рециркуляция потока","Поток: Рециркуляция потока","Поток: Нагрузка насоса плотной маассы","Поток: Открытие клапана после насоса плотной массы","Поток: Концентрация при размоле","Поток: Расход массы с браковой линии брака","Поток: Расход массы с мак.участка","Поток: Доля брака","1-ой рафинер: Потребление энергии","1-ой рафинер: Удельное потребление энергии","2-ой рафинер: Потребление энергии","2-ой рафинер: Удельное потребление энергии","2-ой рафинер: Поток на флотацию(Об.в)","2-ой рафинер: Скорость скребка №1","2-ой рафинер: Скорость скребка №2","2-ой рафинер: Толщина папки","2-ой рафинер: Уровень ","Янки-циллиндр: Давление пара Янки цилиндра","Янки-циллиндр: Перепад давления","Янки-циллиндр: Давление в главном паропроводе","Янки-циллиндр: Температура конденсата","Янки-циллиндр: Скорость продува","Колпак МЧ: Температура колпака","Колпак МЧ: Циркуляционный вентилятор","Колпак МЧ: Потребление газа","Колпак СЧ: Температура колпака","Колпак СЧ: Циркуляционный вентилятор","Колпак СЧ: Потребление газа","Вытяжной вентиятор","Влагосодержание в воздухе","Производительность конвективной сушки","Производительность контактной сушки","Балланс сушки: Конвективная","Балланс сушки: Контактная","Шаберы: Съемный","Шаберы: Крепирующий ","Шаберы: Вылет крепирующего шабера","Шаберы: Очищающий","Адгезив: Марка","Адгезив: Уставка насоса","Адгезив","Адгезив: V","Адгезив: X","Адгезив: Расход по факту","Адгезив","Релиз: Марка","Релиз: Уставка насоа","Релиз: Расход по факту","Релиз","Релиз","Релиз","Релиз","Модификатор: Марка","Модификатор: Уставка насоса","Модификатор","Модификатор: V","Модификатор: X","Модификатор: Расход по факту","Модификатор","Давление прижима втроричных вилок: Пустой вал","Давление прижима втроричных вилок: D1","Давление прижима втроричных вилок: D2","Давление прижима втроричных вилок: Конец ","Перезаправка: Давление на клеевой заправке","Перезаправка: Время стабильной ленты","Перезаправка: Время подачи клея","Перезаправка: Уровень клея в ведре ","Перезаправка: Время продувки","Перезаправка: Время торможения","Перезаправка: Коээфициент разгона","Пеногаситель: Марка","Пеногаситель: Расход","Пеногаситель: Удельный расход (2850)","Пеногаситель: Удельный расход (обрезная)","Пассиватор сетки: Марка","Пассиватор сетки: Расход","Кондиционер : Марка","Кондиционер : Расход","Глинозем: Расход","Флокулянт: Марка","Флокулянт: Расход","Коагулянт: Расход","Смола: Марка","Смола: Расход","Смола: Удельный расход (2850)","Смола: Удельный расход (обрезная)","Эксперементальный химакат: Марка","Эксперементальный химакат: Расход","Красители: Марка","Красители: Расход","Красители: Марка","Красители: Расход","Красители: Марка","Красители: Расход","Красители: Марка","Красители: Расход","Газ: Расход газа","Газ: Удельный расход газа  (2850)","Газ: Удельный расход газа (обрезная)","Пар: Расход пара","Пар: Удельный расход пара (2850)","Пар: Удельный расход пара (обрезная)","Вода: Расход свежей воды на БДМ","Вода"
"103","42395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"104","42395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"105","42396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"106","42396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"107","42396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"108","42396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"109","42397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"110","42397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"111","42397","1.2083333333333399","2","Чумак С. В.","Городков А. Н.","Свитков А. А.",NA,"БОТ","16.5",NA,"17","100/0 ","84","2700",NA,"1500","1245","3.5127674999999998","3.3278850000000002","974.4","1020","0.96","1440","10.4","288","38.6","25","20","6.3","4.0999999999999996","-30","-33","-35",NA,-98,"1","50","50","100","100","3","20","1829","1448","381","0.20831055221432476","68","80","4.5","448","820","35","355","66","157",NA,"4169","25","20","1","97.8","450","130","1656","129","22.3","465","1450","215","455","1620","193","1500","482","0.92","0.57692307692307687","0.61459403905447074","0.38540596094552926","2.9","2.8","28","1.8",NA,"78",NA,"5070",NA,"80",NA,NA,"32","35",109,5070,38.15,"7.5246548323471396",NA,"3",NA,"-101.39999999999999",NA,NA,NA,"490","480","470","460","2","3","0.5","100","11","10","4",NA,NA,"0","0",NA,NA,NA,NA,"25","Organopol 6425","5.4","20",NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408","116.14773821495446","122.60039033800747","4.38","1.246880130837011","1.3161512492168448","305",NA
"112","42397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"113","42398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"114","42398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"115","42398","5.1168981481481489E-2","3","Жигалов А. Н.","Плетнев Е. В.","Шаров И. А.","Самарин П. М.","БОТ","15.5","Товарная","20.7","100/0 ","84","2740",NA,"1750","1387.75","3.6782313750000002","3.5362645499999998","1141","1020","0.95199999999999996","1666","11","384","42.3","25","20","6.4","3.7","-34","-37","-38",NA,-109,"1","50","70","105","105","3","20","1720","1453","267","0.15523255813953488","68","80","4.5","548","805","40","355","68","141",NA,"3783","29","20","1","97.5","460","156","1661","137","24.3","475","1450","212","465","1620","209","1500","507","0.94","0.58974358974358976","0.61448206503519942","0.38551793496480052","2.9","2.8","25",NA,NA,"126",NA,"5915",NA,"126",NA,NA,"37","37",109,5915,40.33,"6.8182586644125101",NA,"4",NA,"-114.92",NA,NA,NA,"490","480","470","460","2","3","0.5","100","11","10","4",NA,NA,"0","0",NA,NA,NA,NA,"10","Organopol 6425","5.3","20",NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"421","114.45718256372602","119.05217894402161","4.1900000000000004","1.1391344297910024","1.1848661039796926","313",NA
"116","42398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"117","42399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"118","42399","0.6875","1","Коротков А. Г.","Гришечкин В. А.","Кандин Д. Н.","Сякин Е.В","БОПвл","20","СН","14.5","80/20","84","2700","a","1500","1282.5","4.3861499999999998","4.1553000000000004","997","1020","0.98099999999999998","1471.5","10.6","300","42.3","25","20","6.1","4.0999999999999996","-34","-37","-38",NA,-109,"1","50","70","105","105","3","20","1898",NA,"1898","1","73","80","4.5","595","1100","40","355","68","140",NA,"3804","40","30","1","97","570","170","1637","145","24.8","469","1450","219","459","1620","197","1500","552","0.92800000000000005","0.73076923076923073","0.55945093674642921","0.44054906325357074","2.9","2.8","29","1.8",NA,"105",NA,"5070",NA,"110",NA,NA,"26","27",109,5070,29.43,"5.8047337278106506",NA,"4",NA,"-114.92",NA,NA,NA,"490","480","470","460","2","3","0.5","100","11","10","4",NA,NA,"0","0",NA,NA,NA,NA,"10",NA,NA,NA,"Ультрарез 200","150","34.198556820902162","36.098476644285604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"416","94.843997583301984","100.11310856015209",NA,"0","0",NA,NA
"119","42399","1.0520833333333299","4","Ракитин А. Н.","Ханин А. А.","Захаров В. В.","Гурьев М. С.","БОПвл","20","сн","14.5","80/20","84","2700","a","1500","1282.5","4.3861499999999998","4.1553000000000004","999","1020","0.98099999999999998","1471.5","10.6","300","43.1","25","20","6.2","4.0999999999999996","-36","-39","-39",NA,-114,"4.3859649122807015E-2","50","70","105","105","3","20","2230",NA,"2230","1","73","80","4.5","635","1025","38","355","68","138",NA,"4064","40","40","1","97","570","159","1633","145","24.7","469","1450","218","158","1620","195","1500","561","0.627","0.73076923076923073","0.46178686759956949","0.53821313240043056","2.9","2.8","30","1.8",NA,"108",NA,"5070",NA,"108",NA,NA,"29","29",109,5070,31.61,"6.2347140039447728",NA,"4",NA,"-121.67999999999999",NA,NA,NA,"490","480","470","460","2","3","0.5","100","11","10","4",NA,NA,"0","0",NA,NA,NA,NA,"7",NA,NA,NA,"Ультрарез 200","144","32.830614548066073","34.65453757851418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"413","94.160026446883947","99.391139027266377","5.05","1.1513514129703726","1.2153153803576153",NA,NA
"120","42399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"121","42400","0.63238425925925923","2","Чумак С. В.","Городков А. Н.","Свитков А. А.",NA,"БОПвл","21","СН","12.6",NA,"80","2700","a","1330","1162.42","4.1742502200000002","3.9545528399999998","863","1020","0.98299999999999998","1307.3899999999999","9.6","237","38.299999999999997","25","25","6.1","4","-30","-34","-34",NA,-98,"1","50","50","105","105","0.6","20","1650",NA,"1650","1","75.5","80","4.4000000000000004","450","1050","29","311","58",NA,NA,"3940","32","30","1","98.5","500","145","1637","141","25.7","420","1565","198","410","1551","182","1500","416","0.83","0.64102564102564108","0.56423217709604323","0.43576782290395683","2.9","2.8","24","1.8",NA,"89",NA,"4495.3999999999996",NA,"90",NA,NA,"28","32",109,4495.4,34.88,"7.7590425768563431","Cotac 115C","4",16.64,"-101.39999999999999","0",NA,"0","490","480","470","460","2","3","0.5",NA,"11","10","1.5",NA,NA,"0","0",NA,NA,NA,NA,"35","Fennopol 7675","3.66","20","Ультрарез 200","145","34.736777231337129","36.666598188633635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"380","91.034312744193855","96.091774563315738","5.01","1.2002155443379241","1.2668941856900311","317",NA
"122","42400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"123","42400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"124","42400","1.1041666666666701",NA,"Коротков А. Г.","Гришечкин В. А.","Кандин Д. Н.","Сякин Е.В","БОПвл","21","сн","12.5",NA,"80","2700",NA,"1370","1198.75","4.3047112500000004","4.0781475","893.6","1020","0.98499999999999999","1349.45","9.6999999999999993","253","41","25","25","6.1","4","-29","-33","-33",NA,-95,"1","50","50","105","105",NA,"20","1800",NA,"1800","1","76.3","80","4.4000000000000004","402","1200","25","277","48",NA,NA,"5020","35","50","1","97","510","150","1642","141","25.4","430","1576","191","420","1574","181","1500","466","0.85","0.65384615384615385","0.56521739130434778","0.43478260869565216","2.9","2.8","24","1.8",NA,"92",NA,"4630.5999999999995",NA,"95",NA,NA,"31","32",109,4630.6,34.88,"7.5325011877510484","Cotac 115C","4",16.64,"-98.02","0",NA,"0","490","480","470","460","2","3","0.5",NA,"11","10","1.5",NA,NA,"0","0",NA,NA,NA,NA,NA,"Fennopol 7675","3.6","20","Ультрарез 200","140","32.522506590889222","34.329312512605291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"372","86.416946084362792","91.217887533494064",NA,"0","0",NA,NA
"125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
